2025-06-21 06:42:13,111 - alert_engine - INFO - 🚀 Enhanced Alert Engine initialized with Rocket Alert API
2025-06-21 06:42:15,496 - root - WARNING - The style 'Fusion' does not exist.
2025-06-21 06:42:17,119 - __main__ - INFO - 🚨 Enhanced Red Alert Desktop App initialized successfully!
2025-06-21 06:42:19,159 - rocket_api_bridge - INFO - 🚀 Node.js API bridge started successfully
2025-06-21 06:42:19,160 - __main__ - INFO - ✅ API Connection established
2025-06-21 06:42:19,271 - __main__ - INFO - Status: 🟢 מחובר ל-API
2025-06-21 06:43:03,345 - alert_engine - INFO - 🚀 Enhanced Alert Engine initialized with Rocket Alert API
2025-06-21 06:43:05,237 - root - WARNING - The style 'Fusion' does not exist.
2025-06-21 06:43:06,199 - __main__ - INFO - 🚨 Enhanced Red Alert Desktop App initialized successfully!
2025-06-21 06:43:08,234 - rocket_api_bridge - INFO - 🚀 Node.js API bridge started successfully
2025-06-21 06:43:08,235 - __main__ - INFO - ✅ API Connection established
2025-06-21 06:43:08,322 - __main__ - INFO - Status: 🟢 מחובר ל-API
2025-06-21 06:43:27,242 - alert_engine - INFO - 🚀 Enhanced Alert Engine initialized with Rocket Alert API
2025-06-21 06:43:29,371 - root - WARNING - The style 'Fusion' does not exist.
2025-06-21 06:43:30,630 - __main__ - INFO - 🚨 Enhanced Red Alert Desktop App initialized successfully!
2025-06-21 06:43:32,654 - rocket_api_bridge - INFO - 🚀 Node.js API bridge started successfully
2025-06-21 06:43:32,655 - __main__ - INFO - ✅ API Connection established
2025-06-21 06:43:32,757 - __main__ - INFO - Status: 🟢 מחובר ל-API
2025-06-21 06:43:32,758 - alert_engine - INFO - ✅ Connected to Rocket Alert API
2025-06-21 06:43:32,758 - __main__ - INFO - Status: 🟡 מפעיל מערכת ניטור...
2025-06-21 06:43:32,760 - alert_engine - INFO - ✅ Alert monitoring started successfully
2025-06-21 06:43:32,866 - __main__ - INFO - 🚀 Auto-started monitoring
2025-06-21 06:43:32,872 - __main__ - WARNING - ❌ API Connection lost
2025-06-21 06:43:32,985 - __main__ - INFO - Status: 🔴 מנותק מ-API
2025-06-21 06:43:32,987 - alert_engine - WARNING - ❌ Disconnected from Rocket Alert API
2025-06-21 06:43:32,987 - rocket_api_bridge - WARNING - Node.js process finished with code: 1
2025-06-21 06:43:32,988 - alert_engine - ERROR - API Error: API process crashed with code: 1
2025-06-21 06:43:32,988 - __main__ - ERROR - Alert Engine Error: שגיאת API: API process crashed with code: 1
2025-06-21 06:43:32,989 - __main__ - INFO - Status: ⚠️ שגיאה בחיבור ל-API
2025-06-21 06:43:49,810 - __main__ - INFO - 🔊 Testing sound system...
2025-06-21 06:43:49,813 - __main__ - INFO - 📢 Testing notification system...
2025-06-21 06:43:49,815 - __main__ - INFO - 🗣️ Testing TTS system...
2025-06-21 06:43:52,808 - __main__ - INFO - TTS ready: 1 files
2025-06-21 06:44:25,283 - alert_engine - INFO - 🚀 Enhanced Alert Engine initialized with Rocket Alert API
2025-06-21 06:44:27,039 - root - WARNING - The style 'Fusion' does not exist.
2025-06-21 06:44:27,874 - __main__ - INFO - 🚨 Enhanced Red Alert Desktop App initialized successfully!
2025-06-21 06:44:29,920 - rocket_api_bridge - INFO - 🚀 Node.js API bridge started successfully
